s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.1400577E+002, 6.3086721E+001,-2.0265305E+001,-3.5151102E+001,-7.1701947E+000,-4.0079024E-003, 0.0000000E+000, 0.0000000E+000, 4.8277384E-001, 4.9611145E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.1501010E+002, 6.2853171E+001,-2.0195920E+001,-3.3118206E+001,-7.1991502E+000,-3.9586997E-003, 0.0000000E+000, 0.0000000E+000, 2.3936192E+000, 2.3359363E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.1600937E+002, 6.3020245E+001,-2.0102488E+001,-3.5753130E+001,-7.5611544E+000,-3.9601794E-003, 0.0000000E+000, 0.0000000E+000,-3.6747454E-001,-4.0048742E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.1700098E+002, 6.2730331E+001,-2.0145364E+001,-3.7142663E+001,-7.6048776E+000,-3.9260038E-003, 0.0000000E+000, 0.0000000E+000,-2.1936106E+000,-2.1664988E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.1802179E+002, 6.3054393E+001,-2.0182127E+001,-3.2518934E+001,-7.3985889E+000,-3.8409391E-003, 0.0000000E+000, 0.0000000E+000, 2.9077790E+000, 2.9509026E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.1901343E+002, 6.3797009E+001,-2.0347381E+001,-3.6045525E+001,-7.2854174E+000,-3.9615555E-003, 0.0000000E+000, 0.0000000E+000, 1.7978178E-001, 1.1472415E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2001022E+002, 6.2769354E+001,-2.0198959E+001,-3.4453626E+001,-7.0823911E+000,-3.9738443E-003, 0.0000000E+000, 0.0000000E+000, 9.8881546E-001, 1.0304033E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2101086E+002, 6.2674890E+001,-1.9879022E+001,-3.5799173E+001,-6.9982919E+000,-3.8841816E-003, 0.0000000E+000, 0.0000000E+000,-6.7161556E-002,-5.4809897E-003, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2201804E+002, 6.3182207E+001,-2.0153135E+001,-3.5474445E+001,-7.2156383E+000,-3.9363599E-003, 0.0000000E+000, 0.0000000E+000, 3.7881523E-001, 3.3505246E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2300787E+002, 6.2621069E+001,-2.0007006E+001,-3.3985069E+001,-7.2618346E+000,-3.9425359E-003, 0.0000000E+000, 0.0000000E+000, 1.3986415E+000, 1.3632166E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2400598E+002, 6.2710538E+001,-2.0092900E+001,-3.5401246E+001,-7.2495633E+000,-3.8306254E-003, 0.0000000E+000, 0.0000000E+000,-3.5352281E-002,-3.7001406E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2500406E+002, 6.3014114E+001,-1.9947738E+001,-3.6986643E+001,-7.2198583E+000,-4.0016185E-003, 0.0000000E+000, 0.0000000E+000,-1.0563537E+000,-1.1441272E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2602029E+002, 6.3346520E+001,-2.0350147E+001,-3.1534752E+001,-7.1351760E+000,-3.9586574E-003, 0.0000000E+000, 0.0000000E+000, 4.2083649E+000, 4.3224858E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2700168E+002, 6.3129638E+001,-2.0054313E+001,-3.9870427E+001,-7.0790310E+000,-3.9470881E-003, 0.0000000E+000, 0.0000000E+000,-3.8774495E+000,-3.8780791E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2801736E+002, 6.2654046E+001,-1.9891739E+001,-3.4094037E+001,-7.1057482E+000,-3.9949487E-003, 0.0000000E+000, 0.0000000E+000, 1.6047489E+000, 1.5585257E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.2900702E+002, 6.3234772E+001,-2.0215370E+001,-3.3245114E+001,-6.9153368E+000,-3.9441779E-003, 0.0000000E+000, 0.0000000E+000, 2.8693466E+000, 2.8550070E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3000586E+002, 6.2895591E+001,-2.0032999E+001,-3.7436021E+001,-6.8553548E+000,-3.9860541E-003, 0.0000000E+000, 0.0000000E+000,-1.5162266E+000,-1.4327693E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3100037E+002, 6.2845380E+001,-1.9891253E+001,-3.6274260E+001,-7.1461955E+000,-3.9192469E-003, 0.0000000E+000, 0.0000000E+000,-4.4884361E-001,-4.7024801E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3200354E+002, 6.2967880E+001,-2.0125396E+001,-3.6464671E+001,-7.2704792E+000,-3.9262595E-003, 0.0000000E+000, 0.0000000E+000,-8.1132167E-001,-8.9659245E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3300671E+002, 6.3041418E+001,-2.0054248E+001,-3.5275112E+001,-7.2870932E+000,-3.9786471E-003, 0.0000000E+000, 0.0000000E+000, 3.0588653E-001, 4.2098554E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3400610E+002, 6.3146782E+001,-2.0146139E+001,-3.4088944E+001,-7.1659240E+000,-3.9801488E-003, 0.0000000E+000, 0.0000000E+000, 1.8653470E+000, 1.7417947E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3501047E+002, 6.2713369E+001,-1.9832479E+001,-3.5922627E+001,-7.0381620E+000,-3.9860203E-003, 0.0000000E+000, 0.0000000E+000,-9.9725740E-002,-8.3885004E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3601566E+002, 6.2981171E+001,-2.0124590E+001,-3.5781729E+001,-6.9006447E+000,-3.9626744E-003, 0.0000000E+000, 0.0000000E+000, 1.5690925E-001, 1.7024413E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3701025E+002, 6.3128949E+001,-2.0167315E+001,-3.6368040E+001,-6.8024768E+000,-3.8954040E-003, 0.0000000E+000, 0.0000000E+000,-2.1705271E-001,-2.1277880E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3800882E+002, 6.3317919E+001,-2.0065796E+001,-3.7612854E+001,-6.8318551E+000,-4.0065390E-003, 0.0000000E+000, 0.0000000E+000,-1.2517924E+000,-1.1965926E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.3900995E+002, 6.3152881E+001,-2.0157653E+001,-3.7439906E+001,-6.6566545E+000,-3.9702556E-003, 0.0000000E+000, 0.0000000E+000,-1.0251167E+000,-1.1053026E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4000693E+002, 6.3091306E+001,-2.0105188E+001,-3.4486204E+001,-6.8011069E+000,-4.0092114E-003, 0.0000000E+000, 0.0000000E+000, 1.6198499E+000, 1.6947972E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4100400E+002, 6.2687963E+001,-1.9918989E+001,-3.6430973E+001,-7.2423402E+000,-3.9286499E-003, 0.0000000E+000, 0.0000000E+000,-9.2197893E-001,-9.0826755E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4201367E+002, 6.3039398E+001,-2.0125791E+001,-3.3785301E+001,-7.4823819E+000,-3.9427651E-003, 0.0000000E+000, 0.0000000E+000, 1.7100703E+000, 1.6419816E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4301068E+002, 6.2938656E+001,-1.9987115E+001,-3.5079088E+001,-7.4683053E+000,-3.9293723E-003, 0.0000000E+000, 0.0000000E+000, 3.4902478E-001, 4.0021770E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4400613E+002, 6.3489156E+001,-2.0154104E+001,-3.5053674E+001,-7.4102718E+000,-4.0012533E-003, 0.0000000E+000, 0.0000000E+000, 8.9870028E-001, 8.6710403E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4501834E+002, 6.3038505E+001,-2.0067970E+001,-3.7279572E+001,-7.0493434E+000,-4.0170086E-003, 0.0000000E+000, 0.0000000E+000,-1.2315611E+000,-1.3623974E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4600592E+002, 6.2388248E+001,-1.9841188E+001,-3.6605614E+001,-6.9324015E+000,-3.8708470E-003, 0.0000000E+000, 0.0000000E+000,-1.0546068E+000,-9.9482499E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4700381E+002, 6.3085185E+001,-2.0113524E+001,-3.3482690E+001,-7.0122130E+000,-3.9296620E-003, 0.0000000E+000, 0.0000000E+000, 2.4245894E+000, 2.4728273E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4801569E+002, 6.2994487E+001,-2.0034020E+001,-3.3695744E+001,-6.9205872E+000,-3.9826954E-003, 0.0000000E+000, 0.0000000E+000, 2.3239206E+000, 2.3401533E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.4901746E+002, 6.3005899E+001,-1.9990872E+001,-3.5229323E+001,-6.6657854E+000,-3.9887007E-003, 0.0000000E+000, 0.0000000E+000, 1.2186602E+000, 1.1159304E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5000916E+002, 6.3482590E+001,-2.0277106E+001,-3.7050472E+001,-6.7414095E+000,-3.9858383E-003, 0.0000000E+000, 0.0000000E+000,-5.9740186E-001,-5.9038379E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5101758E+002, 6.2691070E+001,-1.9799912E+001,-3.7346181E+001,-6.9201116E+000,-4.0086736E-003, 0.0000000E+000, 0.0000000E+000,-1.3617331E+000,-1.3791436E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5200870E+002, 6.2992908E+001,-2.0067700E+001,-3.1564065E+001,-7.2306118E+000,-4.0006936E-003, 0.0000000E+000, 0.0000000E+000, 3.9928869E+000, 4.1265306E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5300055E+002, 6.3273368E+001,-2.0040368E+001,-4.0364214E+001,-7.2390150E+000,-3.9961065E-003, 0.0000000E+000, 0.0000000E+000,-4.3592092E+000,-4.3742257E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5400195E+002, 6.2863733E+001,-2.0078510E+001,-3.3860550E+001,-7.0607900E+000,-3.9873662E-003, 0.0000000E+000, 0.0000000E+000, 1.8130186E+000, 1.8598962E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5501645E+002, 6.3112493E+001,-2.0187807E+001,-3.8184921E+001,-6.9853656E+000,-3.9109806E-003, 0.0000000E+000, 0.0000000E+000,-2.2765605E+000,-2.2495120E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5602029E+002, 6.3563355E+001,-2.0345537E+001,-3.4671431E+001,-7.0844378E+000,-3.9444937E-003, 0.0000000E+000, 0.0000000E+000, 1.4662301E+000, 1.4580037E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5700943E+002, 6.2774493E+001,-1.9860378E+001,-3.6191648E+001,-7.0333126E+000,-4.0117310E-003, 0.0000000E+000, 0.0000000E+000,-3.7719430E-001,-3.1485708E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5800800E+002, 6.2665543E+001,-1.9854204E+001,-3.4742333E+001,-6.8577517E+000,-3.9812495E-003, 0.0000000E+000, 0.0000000E+000, 1.2784603E+000, 1.2072735E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.5901102E+002, 6.3016941E+001,-2.0034964E+001,-3.2689303E+001,-6.8113853E+000,-3.9376804E-003, 0.0000000E+000, 0.0000000E+000, 3.2781234E+000, 3.4773514E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6000378E+002, 6.2962791E+001,-2.0067119E+001,-3.9052613E+001,-6.7762511E+000,-3.9279383E-003, 0.0000000E+000, 0.0000000E+000,-2.8142235E+000,-2.9371202E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6101913E+002, 6.3452472E+001,-2.0227470E+001,-3.5104045E+001,-6.7617429E+000,-4.0206380E-003, 0.0000000E+000, 0.0000000E+000, 1.2338513E+000, 1.3551938E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6200134E+002, 6.2524765E+001,-1.9744887E+001,-3.4220535E+001,-6.8294474E+000,-3.9426381E-003, 0.0000000E+000, 0.0000000E+000, 1.7408943E+000, 1.7259538E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6300195E+002, 6.3155028E+001,-1.9944292E+001,-3.4103000E+001,-6.9007123E+000,-3.9505452E-003, 0.0000000E+000, 0.0000000E+000, 2.3340417E+000, 2.2030734E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6400537E+002, 6.3215614E+001,-2.0179457E+001,-3.5896951E+001,-7.0845981E+000,-3.9325370E-003, 0.0000000E+000, 0.0000000E+000,-6.5822245E-002, 5.0675328E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6501447E+002, 6.3088163E+001,-2.0220684E+001,-3.7457184E+001,-7.1174879E+000,-3.9037278E-003, 0.0000000E+000, 0.0000000E+000,-1.6938265E+000,-1.7110970E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6600836E+002, 6.2668749E+001,-1.9807965E+001,-3.6331004E+001,-6.9039736E+000,-3.9598744E-003, 0.0000000E+000, 0.0000000E+000,-3.8518324E-001,-3.7815362E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6701093E+002, 6.3032417E+001,-2.0128384E+001,-3.5812192E+001,-7.0899950E+000,-3.8551256E-003, 0.0000000E+000, 0.0000000E+000,-1.4214887E-001,-2.0089564E-003, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6800565E+002, 6.3496308E+001,-2.0046600E+001,-3.4854108E+001,-6.9379342E+000,-3.9520393E-003, 0.0000000E+000, 0.0000000E+000, 1.7159598E+000, 1.6537141E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.6901450E+002, 6.3046833E+001,-2.0049298E+001,-3.5001356E+001,-6.8839410E+000,-3.9388492E-003, 0.0000000E+000, 0.0000000E+000, 1.0981984E+000, 1.1082990E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7001904E+002, 6.3161557E+001,-2.0213831E+001,-3.8362445E+001,-7.0610784E+000,-3.9175832E-003, 0.0000000E+000, 0.0000000E+000,-2.6111684E+000,-2.4797141E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7100528E+002, 6.3088861E+001,-2.0132685E+001,-3.2335589E+001,-6.9599946E+000,-3.9294206E-003, 0.0000000E+000, 0.0000000E+000, 3.8036243E+000, 3.6566629E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7202081E+002, 6.2899228E+001,-1.9857566E+001,-3.9458788E+001,-6.6682484E+000,-3.9755409E-003, 0.0000000E+000, 0.0000000E+000,-3.0466629E+000,-3.0893492E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7301859E+002, 6.2844342E+001,-2.0046150E+001,-3.5701016E+001,-6.7148343E+000,-3.9840525E-003, 0.0000000E+000, 0.0000000E+000, 2.7360896E-001, 3.7835765E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7401920E+002, 6.2950072E+001,-2.0068564E+001,-3.5348749E+001,-6.7816022E+000,-3.9785406E-003, 0.0000000E+000, 0.0000000E+000, 7.6137517E-001, 7.4717749E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7500964E+002, 6.2982462E+001,-2.0000868E+001,-3.5833670E+001,-6.8481763E+000,-3.9472749E-003, 0.0000000E+000, 0.0000000E+000, 2.7187662E-001, 2.9580047E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7600555E+002, 6.2866868E+001,-1.9890704E+001,-3.7229216E+001,-6.8159194E+000,-3.9397982E-003, 0.0000000E+000, 0.0000000E+000,-1.1781805E+000,-1.0729117E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7701495E+002, 6.3827239E+001,-2.0531131E+001,-3.4423450E+001,-6.7838425E+000,-3.9458612E-003, 0.0000000E+000, 0.0000000E+000, 2.1551285E+000, 2.0848701E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7801410E+002, 6.2697433E+001,-1.9853706E+001,-3.6031538E+001,-6.5595465E+000,-3.9661636E-003, 0.0000000E+000, 0.0000000E+000, 3.1119243E-001, 2.4867614E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.7900916E+002, 6.2755888E+001,-1.9772944E+001,-3.7664898E+001,-6.5389180E+000,-3.9054129E-003, 0.0000000E+000, 0.0000000E+000,-1.2100109E+000,-1.2247775E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8000418E+002, 6.3411763E+001,-2.0238002E+001,-3.4582832E+001,-6.6660551E+000,-3.9254459E-003, 0.0000000E+000, 0.0000000E+000, 1.8375417E+000, 1.9209482E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8101089E+002, 6.2700960E+001,-1.9828861E+001,-3.8125582E+001,-6.8603492E+000,-3.9713690E-003, 0.0000000E+000, 0.0000000E+000,-2.1263462E+000,-2.1178030E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8200610E+002, 6.3199860E+001,-2.0153860E+001,-3.7932479E+001,-6.8312904E+000,-3.9733666E-003, 0.0000000E+000, 0.0000000E+000,-1.7617033E+000,-1.7217423E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8300726E+002, 6.3076828E+001,-1.9934232E+001,-3.2651187E+001,-6.6962073E+000,-3.9052877E-003, 0.0000000E+000, 0.0000000E+000, 3.8625876E+000, 3.7912968E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8400772E+002, 6.3070063E+001,-2.0069320E+001,-4.0253852E+001,-6.6674331E+000,-3.9690892E-003, 0.0000000E+000, 0.0000000E+000,-3.9958632E+000,-3.9245110E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8500818E+002, 6.2893559E+001,-1.9877406E+001,-3.2342472E+001,-6.5394078E+000,-3.9795273E-003, 0.0000000E+000, 0.0000000E+000, 4.2055381E+000, 4.1302942E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8600864E+002, 6.3196061E+001,-2.0144666E+001,-3.6835960E+001,-6.7795048E+000,-3.9830298E-003, 0.0000000E+000, 0.0000000E+000,-6.3750429E-001,-5.6805323E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8701602E+002, 6.2737070E+001,-1.9945532E+001,-3.7670311E+001,-6.7797742E+000,-3.8617593E-003, 0.0000000E+000, 0.0000000E+000,-1.5959392E+000,-1.6624089E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8802399E+002, 6.3053921E+001,-2.0038439E+001,-3.4971030E+001,-6.9407054E+000,-3.8770225E-003, 0.0000000E+000, 0.0000000E+000, 8.6879650E-001, 1.0998695E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.8900232E+002, 6.2288814E+001,-1.9857073E+001,-3.8187904E+001,-6.8286192E+000,-3.8799523E-003, 0.0000000E+000, 0.0000000E+000,-2.4567311E+000,-2.5886623E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9002139E+002, 6.3118568E+001,-2.0144379E+001,-3.4426260E+001,-6.8201872E+000,-3.8998769E-003, 0.0000000E+000, 0.0000000E+000, 1.7039979E+000, 1.7238408E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9100385E+002, 6.2701920E+001,-1.9808670E+001,-3.8843805E+001,-6.8420257E+000,-3.9022515E-003, 0.0000000E+000, 0.0000000E+000,-2.7602456E+000,-2.7964830E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9200916E+002, 6.3351550E+001,-2.0178257E+001,-3.4214213E+001,-6.7551626E+000,-3.9369402E-003, 0.0000000E+000, 0.0000000E+000, 2.1957330E+000, 2.1999805E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9300037E+002, 6.3535229E+001,-2.0262993E+001,-3.5587835E+001,-6.6721294E+000,-3.8833372E-003, 0.0000000E+000, 0.0000000E+000, 9.3537353E-001, 1.0083877E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9401727E+002, 6.2729984E+001,-1.9831439E+001,-3.8724174E+001,-6.7946763E+000,-3.8722858E-003, 0.0000000E+000, 0.0000000E+000,-2.6175072E+000,-2.6241777E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9501797E+002, 6.2989720E+001,-2.0044979E+001,-3.7594708E+001,-6.7331542E+000,-3.9471361E-003, 0.0000000E+000, 0.0000000E+000,-1.3247619E+000,-1.3870691E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9601883E+002, 6.3128843E+001,-1.9966580E+001,-3.7250154E+001,-6.6644653E+000,-3.9898054E-003, 0.0000000E+000, 0.0000000E+000,-8.6032608E-001,-7.5634579E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9700122E+002, 6.3008573E+001,-2.0025425E+001,-3.4194730E+001,-6.6838218E+000,-3.9691557E-003, 0.0000000E+000, 0.0000000E+000, 1.9787808E+000, 2.1006265E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9800476E+002, 6.2829939E+001,-2.0010672E+001,-3.5147070E+001,-6.5089625E+000,-3.9904532E-003, 0.0000000E+000, 0.0000000E+000, 1.2865260E+000, 1.1592441E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 3.9901462E+002, 6.3154806E+001,-2.0029798E+001,-3.7198894E+001,-6.4419700E+000,-3.9490582E-003, 0.0000000E+000, 0.0000000E+000,-5.5603672E-001,-5.1980520E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0001569E+002, 6.2723770E+001,-1.9724931E+001,-3.7163874E+001,-6.6016641E+000,-3.9003449E-003, 0.0000000E+000, 0.0000000E+000,-8.0142944E-001,-7.7059941E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0101889E+002, 6.3096205E+001,-2.0029919E+001,-3.4801277E+001,-6.6687973E+000,-3.9859016E-003, 0.0000000E+000, 0.0000000E+000, 1.6628760E+000, 1.5922262E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0202005E+002, 6.3309033E+001,-2.0079383E+001,-3.6385664E+001,-6.5166905E+000,-3.9484767E-003, 0.0000000E+000, 0.0000000E+000, 3.4411853E-001, 3.2334694E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0301926E+002, 6.3357904E+001,-2.0078083E+001,-3.6944528E+001,-6.4428772E+000,-3.9604880E-003, 0.0000000E+000, 0.0000000E+000,-2.9054324E-001,-1.1154527E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0400668E+002, 6.2938385E+001,-1.9750190E+001,-3.4458388E+001,-6.5537479E+000,-3.9363239E-003, 0.0000000E+000, 0.0000000E+000, 2.3680308E+000, 2.1721230E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0501367E+002, 6.2832957E+001,-2.0036031E+001,-3.7756473E+001,-6.7796404E+000,-3.9427559E-003, 0.0000000E+000, 0.0000000E+000,-1.8849544E+000,-1.7431311E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0601328E+002, 6.3351304E+001,-2.0147562E+001,-3.3845367E+001,-6.5897204E+000,-3.9104038E-003, 0.0000000E+000, 0.0000000E+000, 2.8427084E+000, 2.7647444E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0700854E+002, 6.3176358E+001,-2.0041183E+001,-3.7354109E+001,-6.6581360E+000,-3.9256996E-003, 0.0000000E+000, 0.0000000E+000,-9.0143098E-001,-8.8099591E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0800354E+002, 6.2701900E+001,-1.9918317E+001,-3.8105178E+001,-6.6285181E+000,-3.9615127E-003, 0.0000000E+000, 0.0000000E+000,-1.9381445E+000,-1.9540737E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.0901050E+002, 6.3032763E+001,-2.0054538E+001,-3.5551169E+001,-6.5102964E+000,-3.8625228E-003, 0.0000000E+000, 0.0000000E+000, 8.0034353E-001, 9.1289705E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1000739E+002, 6.2939120E+001,-1.9977812E+001,-3.6196678E+001,-6.7088483E+000,-3.8793460E-003, 0.0000000E+000, 0.0000000E+000, 1.2951258E-001, 5.1902351E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1100336E+002, 6.3205075E+001,-1.9941891E+001,-3.7704194E+001,-6.9469562E+000,-3.9226176E-003, 0.0000000E+000, 0.0000000E+000,-1.4799964E+000,-1.3918886E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1200024E+002, 6.3381193E+001,-2.0426310E+001,-3.1339058E+001,-6.8531009E+000,-3.9081763E-003, 0.0000000E+000, 0.0000000E+000, 4.7556662E+000, 4.7588163E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1301657E+002, 6.2784890E+001,-1.9829248E+001,-3.7055158E+001,-6.6876949E+000,-3.9013401E-003, 0.0000000E+000, 0.0000000E+000,-9.8226371E-001,-7.9111174E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1400116E+002, 6.2448440E+001,-1.9689367E+001,-3.8073503E+001,-6.6339157E+000,-3.8681822E-003, 0.0000000E+000, 0.0000000E+000,-1.6800762E+000,-1.9522141E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1501654E+002, 6.3053594E+001,-1.9975607E+001,-3.5594475E+001,-6.4262627E+000,-3.8797256E-003, 0.0000000E+000, 0.0000000E+000, 9.5298332E-001, 1.0533704E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1600519E+002, 6.3388402E+001,-2.0118804E+001,-3.6875670E+001,-6.2074186E+000,-3.9693368E-003, 0.0000000E+000, 0.0000000E+000, 2.6129476E-001, 1.8253945E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1701932E+002, 6.2767473E+001,-1.9730587E+001,-3.4628722E+001,-6.3266096E+000,-3.8996734E-003, 0.0000000E+000, 0.0000000E+000, 1.8866852E+000, 2.0776541E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1801074E+002, 6.3203713E+001,-2.0071700E+001,-3.7054513E+001,-6.5864413E+000,-3.9639653E-003, 0.0000000E+000, 0.0000000E+000,-5.3461269E-001,-5.1290549E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.1901572E+002, 6.2933338E+001,-1.9773290E+001,-3.4677533E+001,-6.6127325E+000,-3.9114787E-003, 0.0000000E+000, 0.0000000E+000, 1.8534338E+000, 1.8658719E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 4.2001288E+002, 6.3086870E+001,-1.9968804E+001,-3.9449117E+001,-6.4144979E+000,-3.9508464E-003, 0.0000000E+000, 0.0000000E+000,-2.7583286E+000,-2.7494996E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
