s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 6.6303246E+001, 1.6305499E+002,-5.3090269E+001,-2.1138660E+001,-4.9621691E+001, 8.8950453E-001, 0.0000000E+000, 0.0000000E+000, 3.9225693E+001, 4.0093879E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.6600494E+001, 1.4923073E+002,-4.7492129E+001,-2.0238345E+001,-4.9852628E+001, 8.5171779E-001, 0.0000000E+000, 0.0000000E+000, 3.3081879E+001, 3.2499345E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.6904030E+001, 1.6579488E+002,-5.3644767E+001,-2.0317313E+001,-4.9718529E+001, 8.8356566E-001, 0.0000000E+000, 0.0000000E+000, 4.1136475E+001, 4.2997834E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.7209160E+001, 1.5061958E+002,-4.8300012E+001,-2.1961971E+001,-4.9355331E+001, 8.4292364E-001, 0.0000000E+000, 0.0000000E+000, 3.2672940E+001, 3.1845189E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.7509933E+001, 1.6527533E+002,-5.4678494E+001,-2.2732738E+001,-4.9253961E+001, 8.4608136E-001, 0.0000000E+000, 0.0000000E+000, 3.9731165E+001, 3.9456217E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.7809494E+001, 1.6442287E+002,-5.3090171E+001,-2.2540198E+001,-4.9265475E+001, 8.7008173E-001, 0.0000000E+000, 0.0000000E+000, 4.0114902E+001, 4.0397106E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.8105026E+001, 1.5561262E+002,-5.1199367E+001,-2.4095982E+001,-4.9903963E+001, 8.4986383E-001, 0.0000000E+000, 0.0000000E+000, 3.1234659E+001, 3.1263176E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.8400063E+001, 1.6299132E+002,-5.2771324E+001,-2.1565431E+001,-5.0007134E+001, 8.6989307E-001, 0.0000000E+000, 0.0000000E+000, 3.9073332E+001, 3.9517327E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.8706062E+001, 1.6503018E+002,-5.7081314E+001,-2.1012522E+001,-5.0365685E+001, 8.7557849E-001, 0.0000000E+000, 0.0000000E+000, 3.7704411E+001, 3.7446240E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.9005203E+001, 1.5787826E+002,-5.3258916E+001,-2.1690119E+001,-5.0566966E+001, 8.5231342E-001, 0.0000000E+000, 0.0000000E+000, 3.3991571E+001, 3.3214576E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.9307663E+001, 1.5731178E+002,-5.5028438E+001,-2.0710475E+001,-5.0770985E+001, 8.7101179E-001, 0.0000000E+000, 0.0000000E+000, 3.3366307E+001, 3.1672891E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.9608665E+001, 1.5170391E+002,-5.3132386E+001,-2.0922119E+001,-5.0811188E+001, 8.5033415E-001, 0.0000000E+000, 0.0000000E+000, 2.7722690E+001, 2.7688548E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 6.9909660E+001, 1.7051736E+002,-5.4463462E+001,-1.9556116E+001,-5.0844245E+001, 8.5725243E-001, 0.0000000E+000, 0.0000000E+000, 4.3906606E+001, 4.6510794E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.0204994E+001, 1.6391631E+002,-4.9719249E+001,-2.0194476E+001,-5.0776816E+001, 9.0168122E-001, 0.0000000E+000, 0.0000000E+000, 4.3648895E+001, 4.4127448E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.0506927E+001, 1.5157174E+002,-5.1070548E+001,-2.2267974E+001,-5.0156376E+001, 8.3420757E-001, 0.0000000E+000, 0.0000000E+000, 3.0198263E+001, 2.8911051E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.0811180E+001, 1.6287900E+002,-5.3215837E+001,-2.3563435E+001,-5.0058668E+001, 8.6896210E-001, 0.0000000E+000, 0.0000000E+000, 3.5752848E+001, 3.6910022E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.1103104E+001, 1.6083197E+002,-5.2729989E+001,-2.5191941E+001,-4.9982734E+001, 8.5456334E-001, 0.0000000E+000, 0.0000000E+000, 3.3796410E+001, 3.3781867E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.1400490E+001, 1.5589097E+002,-5.2096069E+001,-2.1186575E+001,-5.0040479E+001, 8.4424083E-001, 0.0000000E+000, 0.0000000E+000, 3.3146296E+001, 3.3412083E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.1710411E+001, 1.5765757E+002,-5.0388806E+001,-1.8638152E+001,-5.0726931E+001, 8.2892765E-001, 0.0000000E+000, 0.0000000E+000, 4.0032670E+001, 3.8732611E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.2006569E+001, 1.7262082E+002,-5.3383381E+001,-1.8940652E+001,-5.0493892E+001, 8.9457819E-001, 0.0000000E+000, 0.0000000E+000, 4.9813281E+001, 5.0697473E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.2307358E+001, 1.6253649E+002,-5.2019720E+001,-2.1525817E+001,-5.0237884E+001, 9.1327691E-001, 0.0000000E+000, 0.0000000E+000, 3.9957925E+001, 3.9666342E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.2606697E+001, 1.5317351E+002,-5.1009668E+001,-2.4671851E+001,-5.0388785E+001, 8.8467238E-001, 0.0000000E+000, 0.0000000E+000, 2.8005132E+001, 2.7987881E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.2906784E+001, 1.6753288E+002,-5.5289339E+001,-2.4532398E+001,-5.0290432E+001, 9.0572703E-001, 0.0000000E+000, 0.0000000E+000, 3.6893115E+001, 3.8326441E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.3206718E+001, 1.5039337E+002,-5.0245053E+001,-2.0262414E+001,-4.9820693E+001, 8.4151759E-001, 0.0000000E+000, 0.0000000E+000, 3.2413468E+001, 3.0906728E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.3508980E+001, 1.5239564E+002,-5.2931390E+001,-2.2465852E+001,-4.9851311E+001, 8.5782486E-001, 0.0000000E+000, 0.0000000E+000, 2.7546173E+001, 2.8004911E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.3803627E+001, 1.6757591E+002,-5.4537335E+001,-2.4173835E+001,-4.9975933E+001, 8.2713612E-001, 0.0000000E+000, 0.0000000E+000, 3.8623515E+001, 3.9715940E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.4103157E+001, 1.5624410E+002,-5.2864700E+001,-2.2582426E+001,-4.9856423E+001, 8.2518481E-001, 0.0000000E+000, 0.0000000E+000, 3.1512319E+001, 3.1765733E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.4410240E+001, 1.6533762E+002,-5.5463476E+001,-1.9683215E+001,-5.0124556E+001, 8.4562661E-001, 0.0000000E+000, 0.0000000E+000, 4.1823726E+001, 4.0911995E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.4702324E+001, 1.5699562E+002,-5.5916915E+001,-1.8859024E+001,-5.0342123E+001, 8.7020993E-001, 0.0000000E+000, 0.0000000E+000, 3.3998793E+001, 3.2747764E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.5007156E+001, 1.6056246E+002,-5.6730003E+001,-2.2292605E+001,-5.0708350E+001, 8.6462945E-001, 0.0000000E+000, 0.0000000E+000, 3.2418045E+001, 3.1696135E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.5309273E+001, 1.5737720E+002,-5.7601954E+001,-2.6126577E+001,-5.0789813E+001, 8.8548397E-001, 0.0000000E+000, 0.0000000E+000, 2.2915687E+001, 2.3744341E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.5609894E+001, 1.6941021E+002,-5.4519251E+001,-2.7090827E+001,-5.0854125E+001, 8.9660250E-001, 0.0000000E+000, 0.0000000E+000, 3.6594893E+001, 3.7842611E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.5900070E+001, 1.5979571E+002,-5.2315998E+001,-2.6365087E+001,-5.0548176E+001, 8.6301498E-001, 0.0000000E+000, 0.0000000E+000, 3.1728806E+001, 3.1429464E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.6207748E+001, 1.5177009E+002,-5.3188329E+001,-2.2418890E+001,-5.0252929E+001, 8.3064317E-001, 0.0000000E+000, 0.0000000E+000, 2.8192400E+001, 2.6740585E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.6501656E+001, 1.5995521E+002,-5.7425923E+001,-2.2201725E+001,-5.0685003E+001, 8.2767649E-001, 0.0000000E+000, 0.0000000E+000, 2.9914350E+001, 3.0470241E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.6806267E+001, 1.5984150E+002,-5.4697426E+001,-2.1579221E+001,-5.0928912E+001, 8.3415243E-001, 0.0000000E+000, 0.0000000E+000, 3.3004572E+001, 3.3470092E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.7106255E+001, 1.6727484E+002,-5.7948620E+001,-2.2352240E+001,-5.1418412E+001, 8.6122327E-001, 0.0000000E+000, 0.0000000E+000, 3.6423397E+001, 3.6416790E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.7407982E+001, 1.4711574E+002,-5.1703401E+001,-2.2311969E+001,-5.2015417E+001, 8.2995713E-001, 0.0000000E+000, 0.0000000E+000, 2.4213511E+001, 2.1914910E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.7714287E+001, 1.7126663E+002,-5.9462827E+001,-2.0672852E+001,-5.2416748E+001, 8.3789226E-001, 0.0000000E+000, 0.0000000E+000, 3.7086553E+001, 3.9552092E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.8005791E+001, 1.5837641E+002,-5.5337290E+001,-2.2875518E+001,-5.2290643E+001, 8.4802323E-001, 0.0000000E+000, 0.0000000E+000, 2.8881583E+001, 2.8720978E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.8306648E+001, 1.6527013E+002,-5.8804307E+001,-2.5829131E+001,-5.2306801E+001, 8.7545001E-001, 0.0000000E+000, 0.0000000E+000, 2.8068849E+001, 2.9205342E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.8605125E+001, 1.5599712E+002,-5.4262139E+001,-2.4461389E+001,-5.2181244E+001, 8.5988099E-001, 0.0000000E+000, 0.0000000E+000, 2.6131211E+001, 2.5952231E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.8904160E+001, 1.6387454E+002,-5.9009056E+001,-2.3606274E+001,-5.2371489E+001, 8.9835301E-001, 0.0000000E+000, 0.0000000E+000, 2.9357311E+001, 2.9786069E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.9202034E+001, 1.5023907E+002,-5.6579451E+001,-2.3521424E+001,-5.2610561E+001, 8.5447503E-001, 0.0000000E+000, 0.0000000E+000, 1.9769600E+001, 1.8382109E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.9508133E+001, 1.6860092E+002,-5.5688064E+001,-2.2186780E+001,-5.2921750E+001, 8.6629906E-001, 0.0000000E+000, 0.0000000E+000, 3.6705590E+001, 3.8670629E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 7.9802551E+001, 1.5991382E+002,-5.5814952E+001,-2.4005501E+001,-5.2463076E+001, 8.5278268E-001, 0.0000000E+000, 0.0000000E+000, 2.8939568E+001, 2.8483076E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.0100609E+001, 1.5691232E+002,-5.8179087E+001,-2.5613899E+001,-5.2057969E+001, 8.5635590E-001, 0.0000000E+000, 0.0000000E+000, 2.2506117E+001, 2.1917715E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.0408363E+001, 1.6847773E+002,-5.9497722E+001,-2.2762911E+001,-5.2236900E+001, 8.7015425E-001, 0.0000000E+000, 0.0000000E+000, 3.3974920E+001, 3.4850348E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.0706902E+001, 1.4571391E+002,-5.5036932E+001,-2.1951892E+001,-5.2656435E+001, 8.4737870E-001, 0.0000000E+000, 0.0000000E+000, 1.8083702E+001, 1.6916031E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.1004684E+001, 1.7156379E+002,-5.7536739E+001,-2.3745512E+001,-5.2665788E+001, 8.5679510E-001, 0.0000000E+000, 0.0000000E+000, 3.6922350E+001, 3.8472541E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.1304573E+001, 1.5998138E+002,-5.5402349E+001,-2.3053842E+001,-5.2175849E+001, 8.7368679E-001, 0.0000000E+000, 0.0000000E+000, 3.0742299E+001, 3.0223026E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.1605148E+001, 1.5824673E+002,-5.8004034E+001,-2.3576219E+001,-5.1923887E+001, 8.7691220E-001, 0.0000000E+000, 0.0000000E+000, 2.7116341E+001, 2.5619504E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.1903893E+001, 1.6178463E+002,-5.9531466E+001,-2.5375245E+001,-5.2230020E+001, 8.7355222E-001, 0.0000000E+000, 0.0000000E+000, 2.6008940E+001, 2.5521450E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.2210762E+001, 1.5073034E+002,-5.7363330E+001,-2.3989115E+001,-5.2525661E+001, 8.1735045E-001, 0.0000000E+000, 0.0000000E+000, 1.8901974E+001, 1.7669583E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.2503098E+001, 1.7061479E+002,-5.9135962E+001,-2.2846769E+001,-5.2680219E+001, 8.6091515E-001, 0.0000000E+000, 0.0000000E+000, 3.4709152E+001, 3.6812751E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.2800072E+001, 1.5085114E+002,-5.4460329E+001,-2.2920869E+001,-5.2997453E+001, 8.2573955E-001, 0.0000000E+000, 0.0000000E+000, 2.0542966E+001, 2.1298232E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.3101608E+001, 1.7330875E+002,-5.9678079E+001,-2.0898583E+001,-5.3022394E+001, 8.8893352E-001, 0.0000000E+000, 0.0000000E+000, 3.8321448E+001, 4.0598625E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.3400078E+001, 1.5947547E+002,-5.7249458E+001,-1.9608224E+001,-5.3549069E+001, 8.6948520E-001, 0.0000000E+000, 0.0000000E+000, 3.0271425E+001, 2.9938200E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.3707726E+001, 1.5438188E+002,-5.6050428E+001,-2.1518454E+001,-5.3400965E+001, 8.8570637E-001, 0.0000000E+000, 0.0000000E+000, 2.4991289E+001, 2.4297740E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.4002388E+001, 1.5944228E+002,-5.6949418E+001,-2.3367035E+001,-5.2651699E+001, 8.6211337E-001, 0.0000000E+000, 0.0000000E+000, 2.8308800E+001, 2.7336240E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.4306709E+001, 1.6249739E+002,-5.7404798E+001,-2.4125272E+001,-5.2391924E+001, 8.5979387E-001, 0.0000000E+000, 0.0000000E+000, 2.9843697E+001, 2.9435193E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.4607666E+001, 1.6232533E+002,-5.6067300E+001,-2.5588291E+001,-5.2828123E+001, 8.8092093E-001, 0.0000000E+000, 0.0000000E+000, 2.8466360E+001, 2.8722538E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.4903976E+001, 1.5117886E+002,-5.3751695E+001,-2.6828712E+001,-5.3048572E+001, 8.8431724E-001, 0.0000000E+000, 0.0000000E+000, 1.8585562E+001, 1.8434203E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.5206070E+001, 1.6319144E+002,-5.6510332E+001,-2.5102521E+001,-5.2588228E+001, 8.8454624E-001, 0.0000000E+000, 0.0000000E+000, 2.9827716E+001, 2.9874905E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.5508476E+001, 1.6413169E+002,-5.7603947E+001,-2.4733407E+001,-5.2515254E+001, 8.6754465E-001, 0.0000000E+000, 0.0000000E+000, 2.9923188E+001, 3.0146623E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.5808403E+001, 1.5253790E+002,-5.7242594E+001,-2.6441224E+001,-5.2614947E+001, 8.6147338E-001, 0.0000000E+000, 0.0000000E+000, 1.6993190E+001, 1.7100608E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.6108994E+001, 1.5357153E+002,-6.0088643E+001,-2.5750890E+001,-5.2767403E+001, 8.2714279E-001, 0.0000000E+000, 0.0000000E+000, 1.6211236E+001, 1.5791738E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.6404343E+001, 1.7182481E+002,-6.1290020E+001,-2.3883065E+001,-5.2763164E+001, 8.7407750E-001, 0.0000000E+000, 0.0000000E+000, 3.2067274E+001, 3.4762637E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.6703926E+001, 1.5982579E+002,-5.8075499E+001,-2.3650809E+001,-5.2920286E+001, 8.8566653E-001, 0.0000000E+000, 0.0000000E+000, 2.6258392E+001, 2.6064867E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.7008583E+001, 1.6531140E+002,-5.9017097E+001,-2.4628869E+001,-5.3055124E+001, 8.8100887E-001, 0.0000000E+000, 0.0000000E+000, 2.8706820E+001, 2.9491315E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.7302582E+001, 1.5603438E+002,-5.7731858E+001,-2.2511796E+001,-5.2652640E+001, 9.0283627E-001, 0.0000000E+000, 0.0000000E+000, 2.4816104E+001, 2.4040925E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.7611832E+001, 1.5981425E+002,-5.7975667E+001,-2.5471552E+001,-5.2833991E+001, 8.9203338E-001, 0.0000000E+000, 0.0000000E+000, 2.5119015E+001, 2.4425078E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.7900627E+001, 1.5361823E+002,-5.8301831E+001,-2.6471511E+001,-5.3262451E+001, 8.3025144E-001, 0.0000000E+000, 0.0000000E+000, 1.7781524E+001, 1.6412692E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.8213150E+001, 1.6333821E+002,-6.0223783E+001,-2.4727671E+001,-5.3414967E+001, 8.3142000E-001, 0.0000000E+000, 0.0000000E+000, 2.4791766E+001, 2.5803205E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.8502213E+001, 1.5768557E+002,-5.7887661E+001,-2.3021058E+001,-5.3298135E+001, 8.4404271E-001, 0.0000000E+000, 0.0000000E+000, 2.5567572E+001, 2.4322757E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.8801903E+001, 1.6125268E+002,-5.8569625E+001,-2.4197040E+001,-5.3058344E+001, 8.2821180E-001, 0.0000000E+000, 0.0000000E+000, 2.6984077E+001, 2.6255884E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.9107224E+001, 1.6023849E+002,-5.6285074E+001,-2.6870034E+001,-5.3105587E+001, 8.0614007E-001, 0.0000000E+000, 0.0000000E+000, 2.2852866E+001, 2.4783932E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.9403107E+001, 1.6614863E+002,-5.7389832E+001,-2.4712510E+001,-5.2956032E+001, 8.4837046E-001, 0.0000000E+000, 0.0000000E+000, 3.1226470E+001, 3.1938631E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 8.9708824E+001, 1.5711249E+002,-5.7082330E+001,-2.5688567E+001,-5.2346350E+001, 8.4985444E-001, 0.0000000E+000, 0.0000000E+000, 2.1414022E+001, 2.2845101E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.0002441E+001, 1.6104144E+002,-5.8960093E+001,-2.5999312E+001,-5.1979838E+001, 8.7166739E-001, 0.0000000E+000, 0.0000000E+000, 2.4712586E+001, 2.4973861E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.0311066E+001, 1.5861678E+002,-5.7876381E+001,-2.7010532E+001,-5.2342677E+001, 8.8280507E-001, 0.0000000E+000, 0.0000000E+000, 2.2772571E+001, 2.2269998E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.0610390E+001, 1.5232748E+002,-5.5631078E+001,-2.4101973E+001,-5.2207879E+001, 8.0304358E-001, 0.0000000E+000, 0.0000000E+000, 2.1850244E+001, 2.1189596E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.0901588E+001, 1.7710965E+002,-5.8706708E+001,-2.3472104E+001,-5.2001508E+001, 8.7318559E-001, 0.0000000E+000, 0.0000000E+000, 4.2447733E+001, 4.3802517E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.1208992E+001, 1.4989509E+002,-5.6454749E+001,-2.6001889E+001,-5.2046371E+001, 8.6976741E-001, 0.0000000E+000, 0.0000000E+000, 1.9147536E+001, 1.6261849E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.1505600E+001, 1.4835153E+002,-5.7364511E+001,-3.0631228E+001,-5.2069742E+001, 7.9546414E-001, 0.0000000E+000, 0.0000000E+000, 1.0804052E+001, 9.0815113E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.1803986E+001, 1.7193235E+002,-6.0814751E+001,-2.9517972E+001,-5.2389438E+001, 8.4248245E-001, 0.0000000E+000, 0.0000000E+000, 2.8023814E+001, 3.0052672E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.2104576E+001, 1.5246459E+002,-5.4614127E+001,-2.4983691E+001,-5.2270563E+001, 8.4152957E-001, 0.0000000E+000, 0.0000000E+000, 2.0579812E+001, 2.1437735E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.2409813E+001, 1.6794581E+002,-6.0119347E+001,-2.3337548E+001,-5.2228714E+001, 8.7354789E-001, 0.0000000E+000, 0.0000000E+000, 3.0494924E+001, 3.3133745E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.2701752E+001, 1.6497900E+002,-5.6686804E+001,-2.4572771E+001,-5.2455266E+001, 8.8251487E-001, 0.0000000E+000, 0.0000000E+000, 3.1447162E+001, 3.2146678E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.3009995E+001, 1.5278602E+002,-5.8125980E+001,-2.4501252E+001,-5.2611657E+001, 8.3883455E-001, 0.0000000E+000, 0.0000000E+000, 1.8605978E+001, 1.8385964E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.3302780E+001, 1.6579195E+002,-5.7439949E+001,-2.5838342E+001,-5.2303904E+001, 8.7926489E-001, 0.0000000E+000, 0.0000000E+000, 3.0619777E+001, 3.1089019E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.3603157E+001, 1.5298322E+002,-5.8926100E+001,-2.3480856E+001,-5.1968276E+001, 8.7417758E-001, 0.0000000E+000, 0.0000000E+000, 2.2497069E+001, 1.9482170E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.3902222E+001, 1.6811875E+002,-6.3976250E+001,-2.1332010E+001,-5.2543806E+001, 8.9559633E-001, 0.0000000E+000, 0.0000000E+000, 3.2210590E+001, 3.1162276E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.4210876E+001, 1.5239733E+002,-5.9061640E+001,-2.2582744E+001,-5.2927184E+001, 8.7378410E-001, 0.0000000E+000, 0.0000000E+000, 2.1883451E+001, 1.8699550E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.4502617E+001, 1.6821735E+002,-6.3603833E+001,-3.0673363E+001,-5.3009231E+001, 9.0309507E-001, 0.0000000E+000, 0.0000000E+000, 2.1209165E+001, 2.1834023E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.4800468E+001, 1.5231257E+002,-5.7043768E+001,-3.0324227E+001,-5.2658865E+001, 8.5494840E-001, 0.0000000E+000, 0.0000000E+000, 1.2999367E+001, 1.3140660E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.5100517E+001, 1.6147188E+002,-6.1395327E+001,-2.7438625E+001,-5.2895944E+001, 8.4159949E-001, 0.0000000E+000, 0.0000000E+000, 1.9257558E+001, 2.0583584E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.5401703E+001, 1.5894117E+002,-5.8773440E+001,-2.6008544E+001,-5.3158839E+001, 8.5579183E-001, 0.0000000E+000, 0.0000000E+000, 1.9950323E+001, 2.1856139E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.5703766E+001, 1.5396975E+002,-5.9259841E+001,-2.4250446E+001,-5.3393637E+001, 8.3375811E-001, 0.0000000E+000, 0.0000000E+000, 1.7588859E+001, 1.7899587E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.6003288E+001, 1.6448642E+002,-6.0425780E+001,-2.2034203E+001,-5.3421059E+001, 8.2486430E-001, 0.0000000E+000, 0.0000000E+000, 2.9319757E+001, 2.9430240E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.6300316E+001, 1.6472508E+002,-6.1493657E+001,-2.3941322E+001,-5.3574284E+001, 8.4259493E-001, 0.0000000E+000, 0.0000000E+000, 2.5702057E+001, 2.6558411E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.6607773E+001, 1.5880920E+002,-5.9476330E+001,-2.7164298E+001,-5.3421648E+001, 8.6256190E-001, 0.0000000E+000, 0.0000000E+000, 2.1314374E+001, 1.9609484E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.6904457E+001, 1.6738609E+002,-6.1135463E+001,-2.8759760E+001,-5.3538279E+001, 8.6332732E-001, 0.0000000E+000, 0.0000000E+000, 2.5593852E+001, 2.4815915E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.7202957E+001, 1.4408405E+002,-5.6900238E+001,-2.7138688E+001,-5.3266025E+001, 8.4102691E-001, 0.0000000E+000, 0.0000000E+000, 9.7367319E+000, 7.6201238E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.7500557E+001, 1.6667164E+002,-6.3543136E+001,-2.6757058E+001,-5.3015137E+001, 8.4304698E-001, 0.0000000E+000, 0.0000000E+000, 2.4605030E+001, 2.4199358E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.7812439E+001, 1.6215379E+002,-5.8068675E+001,-2.7580753E+001,-5.3289425E+001, 8.4314523E-001, 0.0000000E+000, 0.0000000E+000, 2.3415232E+001, 2.4058078E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 9.8112320E+001, 1.6281207E+002,-5.8821764E+001,-2.5160337E+001,-5.3553280E+001, 8.5394843E-001, 0.0000000E+000, 0.0000000E+000, 2.6077473E+001, 2.6130637E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
